# LOCAL algebraic fixtures; no PZ-reachability claim.
# w family offset a b sign canonical_y forward_carry forward_lhs inverse_carry inverse_lhs old136_forward_bad old136_inverse_bad
97 forward-high 2 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2c 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003fe00000001fffffffdfffffff9ffffe16 1 0000000000000100000000000000007fc00000003fffffffbfffffff3ffffc2d 1 000000000000000000000000000000003fffffffc000000040000000c00003d3 1 0
97 forward-high 2 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2c 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff9ffffe16 0 000000000000010000000000000000803fffffffc000000040000000c00003d3 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2c 0 0
97 forward-low 3 000000000000000000000000000000003fffffffc00000003fffffffc0000004 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000401fffffffe00000001fffffffe0000002 0 000000000000010000000000000000803fffffffc00000003fffffffc0000004 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffffb 0 0
97 forward-low 3 000000000000000000000000000000003fffffffc00000003fffffffc0000004 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc01fffffffe00000001ffffffedffffc31 1 0000000000000100000000000000007fc00000003fffffffc00000024000079c 1 000000000000000000000000000000003fffffffc00000003fffffffc0000004 1 0
97 forward-high 3 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2b 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003fe00000001fffffffe00000001ffffffe 1 0000000000000100000000000000007fc00000003fffffffc00000003ffffffc 1 000000000000000000000000000000003fffffffc000000040000000c00003d4 1 0
97 forward-high 3 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2b 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff1ffffc2d 0 000000000000010000000000000000803fffffffc000000040000001c00007a4 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2b 0 0
97 forward-low 4 000000000000000000000000000000003fffffffc00000003fffffffc0000005 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000401fffffffe00000001fffffff5ffffe1a 0 000000000000010000000000000000803fffffffc00000003ffffffebffffc35 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffffa 0 0
97 forward-low 4 000000000000000000000000000000003fffffffc00000003fffffffc0000005 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc01fffffffe00000001fffffff5ffffe1a 1 0000000000000100000000000000007fc00000003fffffffc0000001400003cb 1 000000000000000000000000000000003fffffffc00000003fffffffc0000005 1 0
97 forward-high 4 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2a 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003fe00000001fffffffdfffffff9ffffe15 1 0000000000000100000000000000007fc00000003fffffffbfffffff3ffffc2b 1 000000000000000000000000000000003fffffffc000000040000000c00003d5 1 0
97 forward-high 4 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2a 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff9ffffe15 0 000000000000010000000000000000803fffffffc000000040000000c00003d5 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc2a 0 0
97 forward-low 5 000000000000000000000000000000003fffffffc00000003fffffffc0000006 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000401fffffffe00000001fffffffe0000003 0 000000000000010000000000000000803fffffffc00000003fffffffc0000006 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff9 0 0
97 forward-low 5 000000000000000000000000000000003fffffffc00000003fffffffc0000006 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc01fffffffe00000001ffffffedffffc32 1 0000000000000100000000000000007fc00000003fffffffc00000024000079a 1 000000000000000000000000000000003fffffffc00000003fffffffc0000006 1 0
97 forward-high 5 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc29 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003fe00000001fffffffe00000001ffffffd 1 0000000000000100000000000000007fc00000003fffffffc00000003ffffffa 1 000000000000000000000000000000003fffffffc000000040000000c00003d6 1 0
97 forward-high 5 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc29 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff1ffffc2c 0 000000000000010000000000000000803fffffffc000000040000001c00007a6 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc29 0 0
97 forward-low 6 000000000000000000000000000000003fffffffc00000003fffffffc0000007 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000401fffffffe00000001fffffff5ffffe1b 0 000000000000010000000000000000803fffffffc00000003ffffffebffffc37 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff8 0 0
97 forward-low 6 000000000000000000000000000000003fffffffc00000003fffffffc0000007 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc01fffffffe00000001fffffff5ffffe1b 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c9 1 000000000000000000000000000000003fffffffc00000003fffffffc0000007 1 0
97 forward-high 6 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc28 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003fe00000001fffffffdfffffff9ffffe14 1 0000000000000100000000000000007fc00000003fffffffbfffffff3ffffc29 1 000000000000000000000000000000003fffffffc000000040000000c00003d7 1 0
97 forward-high 6 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc28 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff9ffffe14 0 000000000000010000000000000000803fffffffc000000040000000c00003d7 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc28 0 0
97 forward-low 7 000000000000000000000000000000003fffffffc00000003fffffffc0000008 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000401fffffffe00000001fffffffe0000004 0 000000000000010000000000000000803fffffffc00000003fffffffc0000008 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff7 0 0
97 forward-low 7 000000000000000000000000000000003fffffffc00000003fffffffc0000008 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc01fffffffe00000001ffffffedffffc33 1 0000000000000100000000000000007fc00000003fffffffc000000240000798 1 000000000000000000000000000000003fffffffc00000003fffffffc0000008 1 0
97 forward-high 7 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc27 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003fe00000001fffffffe00000001ffffffc 1 0000000000000100000000000000007fc00000003fffffffc00000003ffffff8 1 000000000000000000000000000000003fffffffc000000040000000c00003d8 1 0
97 forward-high 7 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc27 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff1ffffc2b 0 000000000000010000000000000000803fffffffc000000040000001c00007a8 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc27 0 0
97 forward-low 8 000000000000000000000000000000003fffffffc00000003fffffffc0000009 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000401fffffffe00000001fffffff5ffffe1c 0 000000000000010000000000000000803fffffffc00000003ffffffebffffc39 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff6 0 0
97 forward-low 8 000000000000000000000000000000003fffffffc00000003fffffffc0000009 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc01fffffffe00000001fffffff5ffffe1c 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c7 1 000000000000000000000000000000003fffffffc00000003fffffffc0000009 1 0
97 forward-high 8 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc26 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003fe00000001fffffffdfffffff9ffffe13 1 0000000000000100000000000000007fc00000003fffffffbfffffff3ffffc27 1 000000000000000000000000000000003fffffffc000000040000000c00003d9 1 0
97 forward-high 8 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc26 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff9ffffe13 0 000000000000010000000000000000803fffffffc000000040000000c00003d9 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc26 0 0
97 forward-low 9 000000000000000000000000000000003fffffffc00000003fffffffc000000a 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000401fffffffe00000001fffffffe0000005 0 000000000000010000000000000000803fffffffc00000003fffffffc000000a 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff5 0 0
97 forward-low 9 000000000000000000000000000000003fffffffc00000003fffffffc000000a 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc01fffffffe00000001ffffffedffffc34 1 0000000000000100000000000000007fc00000003fffffffc000000240000796 1 000000000000000000000000000000003fffffffc00000003fffffffc000000a 1 0
97 forward-high 9 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc25 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003fe00000001fffffffe00000001ffffffb 1 0000000000000100000000000000007fc00000003fffffffc00000003ffffff6 1 000000000000000000000000000000003fffffffc000000040000000c00003da 1 0
97 forward-high 9 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc25 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff1ffffc2a 0 000000000000010000000000000000803fffffffc000000040000001c00007aa 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc25 0 0
97 forward-low 10 000000000000000000000000000000003fffffffc00000003fffffffc000000b 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000401fffffffe00000001fffffff5ffffe1d 0 000000000000010000000000000000803fffffffc00000003ffffffebffffc3b 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff4 0 0
97 forward-low 10 000000000000000000000000000000003fffffffc00000003fffffffc000000b 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc01fffffffe00000001fffffff5ffffe1d 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c5 1 000000000000000000000000000000003fffffffc00000003fffffffc000000b 1 0
97 forward-high 10 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc24 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003fe00000001fffffffdfffffff9ffffe12 1 0000000000000100000000000000007fc00000003fffffffbfffffff3ffffc25 1 000000000000000000000000000000003fffffffc000000040000000c00003db 1 0
97 forward-high 10 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc24 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff9ffffe12 0 000000000000010000000000000000803fffffffc000000040000000c00003db 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc24 0 0
97 forward-low 11 000000000000000000000000000000003fffffffc00000003fffffffc000000c 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000401fffffffe00000001fffffffe0000006 0 000000000000010000000000000000803fffffffc00000003fffffffc000000c 0 ffffffffffffffffffffffffffffffffc00000003fffffffc00000003ffffff3 0 0
97 forward-low 11 000000000000000000000000000000003fffffffc00000003fffffffc000000c 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc01fffffffe00000001ffffffedffffc35 1 0000000000000100000000000000007fc00000003fffffffc000000240000794 1 000000000000000000000000000000003fffffffc00000003fffffffc000000c 1 0
97 forward-high 11 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc23 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003fe00000001fffffffe00000001ffffffa 1 0000000000000100000000000000007fc00000003fffffffc00000003ffffff4 1 000000000000000000000000000000003fffffffc000000040000000c00003dc 1 0
97 forward-high 11 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc23 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbfe00000001fffffffdfffffff1ffffc29 0 000000000000010000000000000000803fffffffc000000040000001c00007ac 0 ffffffffffffffffffffffffffffffffc00000003fffffffbfffffff3ffffc23 0 0
97 inverse-double 0 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc30 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe18 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc31 1 0000000000000100000000000000007fc00000003fffffffc0000001400003cf 0 1
97 inverse-double 1 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc32 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe19 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc33 1 0000000000000100000000000000007fc00000003fffffffc0000001400003cd 0 1
97 inverse-double 2 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc34 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1a 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc35 1 0000000000000100000000000000007fc00000003fffffffc0000001400003cb 0 1
97 inverse-double 3 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc36 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1b 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc37 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c9 0 1
97 inverse-double 4 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc38 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1c 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc39 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c7 0 1
97 inverse-double 5 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc3a 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1d 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc3b 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c5 0 1
97 inverse-double 6 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc3c 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1e 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc3d 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c3 0 1
97 inverse-double 7 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc3e 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe1f 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc3f 1 0000000000000100000000000000007fc00000003fffffffc0000001400003c1 0 1
97 inverse-double 8 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc40 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe20 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc41 1 0000000000000100000000000000007fc00000003fffffffc0000001400003bf 0 1
97 inverse-double 9 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc42 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe21 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc43 1 0000000000000100000000000000007fc00000003fffffffc0000001400003bd 0 1
97 inverse-double 10 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc44 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe22 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc45 1 0000000000000100000000000000007fc00000003fffffffc0000001400003bb 0 1
97 inverse-double 11 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc46 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe23 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc47 1 0000000000000100000000000000007fc00000003fffffffc0000001400003b9 0 1
97 inverse-double 12 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc48 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe24 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc49 1 0000000000000100000000000000007fc00000003fffffffc0000001400003b7 0 1
97 inverse-double 13 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc4a 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe25 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc4b 1 0000000000000100000000000000007fc00000003fffffffc0000001400003b5 0 1
97 inverse-double 14 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc4c 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe26 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc4d 1 0000000000000100000000000000007fc00000003fffffffc0000001400003b3 0 1
97 inverse-double 15 fffffffffffffeffffffffffffffff803fffffffc00000003ffffffebffffc4e 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000000000000000000000001fffffffe00000001fffffff5ffffe27 1 000000000000000000000000000000003fffffffc00000003ffffffebffffc4f 1 0000000000000100000000000000007fc00000003fffffffc0000001400003b1 0 1
109 forward-low 0 000000000000000000000000000000000003fffffffc00000003fffffffc0001 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe18 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc31 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fffe 0 0
109 forward-low 0 000000000000000000000000000000000003fffffffc00000003fffffffc0001 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe18 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cf 1 000000000000000000000000000000000003fffffffc00000003fffffffc0001 1 0
109 forward-high 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2e 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe17 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc2f 1 000000000000000000000000000000000003fffffffc000000040000fffc03d1 1 0
109 forward-high 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2e 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe17 0 000000000000010000000000000000800003fffffffc000000040000fffc03d1 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2e 0 0
109 forward-low 1 000000000000000000000000000000000003fffffffc00000003fffffffc0002 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0001 0 000000000000010000000000000000800003fffffffc00000003fffffffc0002 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fffd 0 0
109 forward-low 1 000000000000000000000000000000000003fffffffc00000003fffffffc0002 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc30 1 0000000000000100000000000000007ffffc00000003fffffffc00020004079e 1 000000000000000000000000000000000003fffffffc00000003fffffffc0002 1 0
109 forward-high 1 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2d 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001ffff 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fffe 1 000000000000000000000000000000000003fffffffc000000040000fffc03d2 1 0
109 forward-high 1 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2d 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc2e 0 000000000000010000000000000000800003fffffffc000000040001fffc07a2 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2d 0 0
109 forward-low 2 000000000000000000000000000000000003fffffffc00000003fffffffc0003 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe19 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc33 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fffc 0 0
109 forward-low 2 000000000000000000000000000000000003fffffffc00000003fffffffc0003 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffc00001fffffffe00000001ffff7ffdfe19 1 0000000000000100000000000000007ffffc00000003fffffffc0001000403cd 1 000000000000000000000000000000000003fffffffc00000003fffffffc0003 1 0
109 forward-high 2 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2c 0000000000000100000000000000008000000000000000000000000000000000 0 8000000000000080000000000000003ffffe00000001fffffffdffff8001fe16 1 0000000000000100000000000000007ffffc00000003fffffffbffff0003fc2d 1 000000000000000000000000000000000003fffffffc000000040000fffc03d3 1 0
109 forward-high 2 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2c 0000000000000100000000000000008000000000000000000000000000000000 1 7fffffffffffff7fffffffffffffffbffffe00000001fffffffdffff8001fe16 0 000000000000010000000000000000800003fffffffc000000040000fffc03d3 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2c 0 0
109 forward-low 3 000000000000000000000000000000000003fffffffc00000003fffffffc0004 0000000000000100000000000000008000000000000000000000000000000000 0 000000000000008000000000000000400001fffffffe00000001fffffffe0002 0 000000000000010000000000000000800003fffffffc00000003fffffffc0004 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fffb 0 0
109 forward-low 3 000000000000000000000000000000000003fffffffc00000003fffffffc0004 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffc00001fffffffe00000001fffefffdfc31 1 0000000000000100000000000000007ffffc00000003fffffffc00020004079c 1 000000000000000000000000000000000003fffffffc00000003fffffffc0004 1 0
109 forward-high 3 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2b 0000000000000100000000000000008000000000000000000000000000000000 0 0000000000000080000000000000003ffffe00000001fffffffe00000001fffe 1 0000000000000100000000000000007ffffc00000003fffffffc00000003fffc 1 000000000000000000000000000000000003fffffffc000000040000fffc03d4 1 0
109 forward-high 3 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2b 0000000000000100000000000000008000000000000000000000000000000000 1 ffffffffffffff7fffffffffffffffbffffe00000001fffffffdffff0001fc2d 0 000000000000010000000000000000800003fffffffc000000040001fffc07a4 0 fffffffffffffffffffffffffffffffffffc00000003fffffffbffff0003fc2b 0 0
109 forward-low 4 000000000000000000000000000000000003fffffffc00000003fffffffc0005 0000000000000100000000000000008000000000000000000000000000000000 0 800000000000008000000000000000400001fffffffe00000001ffff7ffdfe1a 0 000000000000010000000000000000800003fffffffc00000003fffefffbfc35 0 fffffffffffffffffffffffffffffffffffc00000003fffffffc00000003fffa 0 0
