n	k	truth	candidate	T	N	depth	polarity	gates	cubes
4	6	7c00	2304	56	62	1	0	10	15:10,12:12
4	6	7c00	4320	56	62	1	0	10	15:10,12:12
4	6	7c00	4673	56	62	2	0	16,17	15:13,10:10
4	6	7c00	5008	56	62	1	0	10	15:10,12:12
4	6	7c00	5328	56	62	1	1	17	15:13,10:10
4	6	7c00	5569	56	62	2	0	10,8	15:11,12:12
4	6	7c00	5664	56	62	1	1	10	15:11,12:12
4	7	0	0	0	0	0	0		
4	7	0	1	0	2	0	1		
4	7	0	2	0	2	0	2		
4	7	0	4	0	2	0	4		
4	7	0	8	0	2	0	8		
4	7	0	32	0	2	1	0	8	
4	7	0	400	0	2	1	0	19	
4	7	0	512	0	2	1	0	11	
4	7	400	0	36	40	0	0		15:10
4	7	400	1	36	40	0	1		15:11
4	7	400	4	36	40	0	4		15:14
4	7	400	5	36	40	0	5		15:15
4	7	400	32	36	40	1	0	8	15:11
4	7	400	480	36	40	1	4	24	15:15
4	7	400	1056	36	40	1	0	24	15:11
4	7	400	1376	36	40	1	0	26	15:14
4	7	408	480	32	36	1	4	24	7:7
4	7	408	1056	32	36	1	0	24	7:3
4	7	408	1601	32	36	2	0	24,2	7:7
4	7	408	1680	32	36	1	4	3	14:14
4	7	408	2160	32	36	1	0	3	14:10
4	7	408	4064	32	36	1	0	3	14:10
4	7	408	4224	32	36	1	4	24	7:7
4	7	408	4368	32	36	1	0	24	7:3
4	7	800	0	36	38	0	0		15:11
4	7	800	4	36	38	0	4		15:15
4	7	800	1376	36	38	1	0	26	15:15
4	7	800	2016	36	38	1	0	26	15:15
4	7	800	2304	36	38	1	0	10	15:15
4	7	800	3456	36	38	1	0	26	15:15
4	7	800	3568	36	38	1	0	26	15:15
4	7	800	3728	36	38	1	0	26	15:15
4	7	1248	16001	28	32	2	0	25,2	6:6
4	7	1248	21105	28	32	2	0	2,11	12:12
4	7	1248	36833	28	32	2	0	16,25	3:3
4	7	1248	44625	28	32	2	0	11,2	12:12
4	7	1248	47761	28	32	2	0	25,2	6:6
4	7	1248	54129	28	32	2	0	11,16	9:9
4	7	1248	92801	28	32	2	0	16,25	3:3
4	7	1248	96833	28	32	2	0	16,11	9:9
4	7	1400	1552	32	36	1	1	17	11:11
4	7	1400	2304	32	36	1	0	10	13:12
4	7	1400	4320	32	36	1	0	10	13:12
4	7	1400	5008	32	36	1	0	10	13:12
4	7	1400	5328	32	36	1	1	17	11:11
4	7	1400	5664	32	36	1	1	10	13:13
4	7	1400	7696	32	36	1	0	17	11:10
4	7	1400	8400	32	36	1	1	17	11:11
4	7	16c7	190154	30	54	11	15	24,11,11,26,595,25,523,1,19,16,600	8:8
4	7	16c7	66763	32	54	12	13	19,600,3,602,24,1,17,26,19,8,595,600	8:8
4	7	16c7	88859	32	54	12	11	8,522,17,24,11,595,537,538,10,2,26,26	2:2
4	7	16c7	141950	34	62	15	15	10,8,26,600,595,665,25,17,529,538,16,19,24,16,25	4:4
4	7	16c7	234554	36	54	11	15	24,537,602,3,8,595,8,531,602,11,595	4:4
4	7	16c7	37645	36	58	14	6	24,602,8,17,600,531,600,8,523,1,3,26,592,25	1:0
4	7	16c7	146511	36	60	16	4	2,16,531,595,11,25,665,24,16,11,26,10,2,600,602,529	2:0
4	7	16c7	10127	38	60	16	8	529,24,26,592,2,25,602,25,531,529,602,16,19,17,24,523	4:0
4	7	2000	0	36	38	0	0		15:13
4	7	2000	2	36	38	0	2		15:15
4	7	2000	2096	36	38	1	0	1	15:15
4	7	2000	3440	36	38	1	0	1	15:15
4	7	2000	6864	36	38	1	0	25	15:15
4	7	2000	7072	36	38	1	0	1	15:15
4	7	2000	7696	36	38	1	0	17	15:15
4	7	2000	9232	36	38	1	0	25	15:15
4	7	3400	2304	64	66	1	0	10	15:15,12:12
4	7	3400	4320	64	66	1	0	10	15:15,12:12
4	7	3400	5008	64	66	1	0	10	15:15,12:12
4	7	3400	9296	64	66	1	0	10	15:15,12:12
4	7	3400	11280	64	66	1	0	10	15:15,12:12
4	7	3400	12752	64	66	1	0	10	15:15,12:12
4	7	3400	25456	64	66	1	0	10	15:15,12:12
4	7	3400	29312	64	66	1	0	10	15:15,12:12
4	7	3800	2304	64	68	1	0	10	15:14,12:12
4	7	3800	4320	64	68	1	0	10	15:14,12:12
4	7	3800	5008	64	68	1	0	10	15:14,12:12
4	7	3800	5569	64	68	2	0	10,8	15:15,12:12
4	7	3800	5664	64	68	1	1	10	15:15,12:12
4	7	3800	7681	64	68	2	0	8,10	15:15,12:12
4	7	3800	9296	64	68	1	0	10	15:14,12:12
4	7	3800	10256	64	68	1	1	10	15:15,12:12
4	7	4000	0	36	38	0	0		15:14
4	7	4000	1	36	38	0	1		15:15
4	7	4000	32	36	38	1	0	8	15:15
4	7	4000	1056	36	38	1	0	24	15:15
4	7	4000	4368	36	38	1	0	24	15:15
4	7	4000	4512	36	38	1	0	24	15:15
4	7	4000	5744	36	38	1	0	24	15:15
4	7	4000	6992	36	38	1	0	24	15:15
4	7	4800	8992	32	34	1	0	2	14:14
4	7	4800	9344	32	34	1	0	16	11:11
4	7	4800	10240	32	34	1	0	2	14:14
4	7	4800	10752	32	34	1	0	16	11:11
4	7	4800	12880	32	34	1	0	2	14:14
4	7	4800	14000	32	34	1	0	16	11:11
4	7	4800	17776	32	34	1	0	16	11:11
4	7	4800	17792	32	34	1	0	2	14:14
4	7	4c00	0	64	64	0	0		15:15,10:10
4	7	4c00	1	64	68	0	1		15:14,10:10
4	7	4c00	4	64	68	0	4		15:11,10:10
4	7	4c00	32	64	68	1	0	8	15:14,10:10
4	7	4c00	1056	64	68	1	0	24	15:14,10:10
4	7	4c00	1376	64	68	1	0	26	15:11,10:10
4	7	4c00	1920	64	68	1	4	10	15:15,10:10
4	7	4c00	1984	64	68	1	1	8	15:15,10:10
4	7	6000	32	32	34	1	0	8	13:13
4	7	6000	2096	32	34	1	0	1	14:14
4	7	6000	3440	32	34	1	0	1	14:14
4	7	6000	7072	32	34	1	0	1	14:14
4	7	6000	8240	32	34	1	0	8	13:13
4	7	6000	13744	32	34	1	0	1	14:14
4	7	6000	13936	32	34	1	0	1	14:14
4	7	6000	14800	32	34	1	0	1	14:14
4	7	6369	70999	34	48	8	13	2,3,602,529,592,602,17,600	2:0
4	7	6369	75290	34	52	11	3	600,25,2,529,537,2,17,600,531,2,11	8:0
4	7	6369	25611	34	54	12	5	538,26,595,11,3,3,17,537,3,529,8,531	8:0
4	7	6369	197629	34	56	14	1	3,11,600,3,665,664,1,523,538,3,26,25,1,10	4:0
4	7	6369	136527	34	60	16	1	11,537,2,11,10,8,595,10,25,17,8,538,665,16,24,522	2:0
4	7	6369	27258	36	54	11	15	1,595,8,538,8,25,17,595,602,523,665	2:2
4	7	6369	248271	36	60	16	12	10,522,665,1,17,11,26,538,16,1,17,531,17,600,24,665	8:8
4	7	6369	86602	38	50	11	8	592,538,529,8,523,538,17,592,17,26,595	1:0
4	7	7000	0	64	64	0	0		15:15,12:12
4	7	7000	1	64	68	0	1		15:14,12:12
4	7	7000	2	64	68	0	2		15:13,12:12
4	7	7000	32	64	68	1	0	8	15:14,12:12
4	7	7000	321	64	68	2	0	17,1	15:15,12:12
4	7	7000	384	64	68	1	2	1	15:15,12:12
4	7	7000	448	64	68	1	2	1	15:15,12:12
4	7	7000	1056	64	68	1	0	24	15:14,12:12
4	7	7c00	1552	64	70	1	1	17	15:13,10:10
4	7	7c00	2304	64	70	1	0	10	15:10,12:12
4	7	7c00	4320	64	70	1	0	10	15:10,12:12
4	7	7c00	4673	64	70	2	0	16,17	15:13,10:10
4	7	7c00	5008	64	70	1	0	10	15:10,12:12
4	7	7c00	5328	64	70	1	1	17	15:13,10:10
4	7	7c00	5569	64	70	2	0	10,8	15:11,12:12
4	7	7c00	5664	64	70	1	1	10	15:11,12:12
4	8	0	0	0	0	0	0		
4	8	0	1	0	2	0	1		
4	8	0	2	0	2	0	2		
4	8	0	4	0	2	0	4		
4	8	0	8	0	2	0	8		
4	8	0	32	0	2	1	0	8	
4	8	0	400	0	2	1	0	19	
4	8	0	512	0	2	1	0	11	
4	8	1400	1552	36	40	1	1	17	11:11
4	8	1400	2304	36	40	1	0	10	13:12
4	8	1400	4320	36	40	1	0	10	13:12
4	8	1400	5008	36	40	1	0	10	13:12
4	8	1400	5328	36	40	1	1	17	11:11
4	8	1400	5664	36	40	1	1	10	13:13
4	8	1400	7696	36	40	1	0	17	11:10
4	8	1400	8400	36	40	1	1	17	11:11
4	8	16c7	190154	34	58	11	15	24,11,11,26,595,25,523,1,19,16,600	8:8
4	8	16c7	66763	36	58	12	13	19,600,3,602,24,1,17,26,19,8,595,600	8:8
4	8	16c7	88859	36	58	12	11	8,522,17,24,11,595,537,538,10,2,26,26	2:2
4	8	16c7	141950	38	66	15	15	10,8,26,600,595,665,25,17,529,538,16,19,24,16,25	4:4
4	8	16c7	234554	40	58	11	15	24,537,602,3,8,595,8,531,602,11,595	4:4
4	8	16c7	37645	40	62	14	6	24,602,8,17,600,531,600,8,523,1,3,26,592,25	1:0
4	8	16c7	146511	40	64	16	4	2,16,531,595,11,25,665,24,16,11,26,10,2,600,602,529	2:0
4	8	16c7	10127	42	64	16	8	529,24,26,592,2,25,602,25,531,529,602,16,19,17,24,523	4:0
4	8	4000	0	40	42	0	0		15:14
4	8	4000	1	40	42	0	1		15:15
4	8	4000	32	40	42	1	0	8	15:15
4	8	4000	1056	40	42	1	0	24	15:15
4	8	4000	4368	40	42	1	0	24	15:15
4	8	4000	4512	40	42	1	0	24	15:15
4	8	4000	5744	40	42	1	0	24	15:15
4	8	4000	6992	40	42	1	0	24	15:15
4	8	4800	8992	36	38	1	0	2	14:14
4	8	4800	9344	36	38	1	0	16	11:11
4	8	4800	10240	36	38	1	0	2	14:14
4	8	4800	10752	36	38	1	0	16	11:11
4	8	4800	12880	36	38	1	0	2	14:14
4	8	4800	14000	36	38	1	0	16	11:11
4	8	4800	17776	36	38	1	0	16	11:11
4	8	4800	17792	36	38	1	0	2	14:14
4	8	6000	32	36	38	1	0	8	13:13
4	8	6000	2096	36	38	1	0	1	14:14
4	8	6000	3440	36	38	1	0	1	14:14
4	8	6000	7072	36	38	1	0	1	14:14
4	8	6000	8240	36	38	1	0	8	13:13
4	8	6000	13744	36	38	1	0	1	14:14
4	8	6000	13936	36	38	1	0	1	14:14
4	8	6000	14800	36	38	1	0	1	14:14
4	8	7c00	1552	72	78	1	1	17	15:13,10:10
4	8	7c00	2304	72	78	1	0	10	15:10,12:12
4	8	7c00	4320	72	78	1	0	10	15:10,12:12
4	8	7c00	4673	72	78	2	0	16,17	15:13,10:10
4	8	7c00	5008	72	78	1	0	10	15:10,12:12
4	8	7c00	5328	72	78	1	1	17	15:13,10:10
4	8	7c00	5569	72	78	2	0	10,8	15:11,12:12
4	8	7c00	5664	72	78	1	1	10	15:11,12:12
4	9	0	0	0	0	0	0		
4	9	0	1	0	2	0	1		
4	9	0	2	0	2	0	2		
4	9	0	4	0	2	0	4		
4	9	0	8	0	2	0	8		
4	9	0	32	0	2	1	0	8	
4	9	0	400	0	2	1	0	19	
4	9	0	512	0	2	1	0	11	
4	9	400	0	44	48	0	0		15:10
4	9	400	1	44	48	0	1		15:11
4	9	400	4	44	48	0	4		15:14
4	9	400	5	44	48	0	5		15:15
4	9	400	32	44	48	1	0	8	15:11
4	9	400	480	44	48	1	4	24	15:15
4	9	400	1056	44	48	1	0	24	15:11
4	9	400	1376	44	48	1	0	26	15:14
4	9	488	1056	80	82	1	0	24	15:15,3:3
4	9	488	4368	80	82	1	0	24	15:15,3:3
4	9	488	4512	80	82	1	0	24	15:15,3:3
4	9	488	5744	80	82	1	0	24	15:15,3:3
4	9	488	6992	80	82	1	0	24	15:15,3:3
4	9	488	7104	80	82	1	0	24	15:15,3:3
4	9	488	8192	80	82	1	0	24	15:15,3:3
4	9	488	10384	80	82	1	0	24	15:15,3:3
4	9	1400	1552	40	44	1	1	17	11:11
4	9	1400	2304	40	44	1	0	10	13:12
4	9	1400	4320	40	44	1	0	10	13:12
4	9	1400	5008	40	44	1	0	10	13:12
4	9	1400	5328	40	44	1	1	17	11:11
4	9	1400	5664	40	44	1	1	10	13:13
4	9	1400	7696	40	44	1	0	17	11:10
4	9	1400	8400	40	44	1	1	17	11:11
4	9	37ff	0	108	112	0	0		15:10,10:10,0:0
4	9	37ff	1	108	112	0	1		15:11,10:10,0:0
4	9	37ff	4	108	112	0	4		15:14,10:10,0:0
4	9	37ff	5	108	112	0	5		15:15,10:10,0:0
4	9	37ff	32	108	112	1	0	8	15:11,10:10,0:0
4	9	37ff	480	108	112	1	4	24	15:15,10:10,0:0
4	9	37ff	1056	108	112	1	0	24	15:11,10:10,0:0
4	9	37ff	1376	108	112	1	0	26	15:14,10:10,0:0
4	9	4000	0	44	46	0	0		15:14
4	9	4000	1	44	46	0	1		15:15
4	9	4000	32	44	46	1	0	8	15:15
4	9	4000	1056	44	46	1	0	24	15:15
4	9	4000	4368	44	46	1	0	24	15:15
4	9	4000	4512	44	46	1	0	24	15:15
4	9	4000	5744	44	46	1	0	24	15:15
4	9	4000	6992	44	46	1	0	24	15:15
4	9	6000	32	40	42	1	0	8	13:13
4	9	6000	2096	40	42	1	0	1	14:14
4	9	6000	3440	40	42	1	0	1	14:14
4	9	6000	7072	40	42	1	0	1	14:14
4	9	6000	8240	40	42	1	0	8	13:13
4	9	6000	13744	40	42	1	0	1	14:14
4	9	6000	13936	40	42	1	0	1	14:14
4	9	6000	14800	40	42	1	0	1	14:14
4	9	ffec	10	108	112	0	10		15:15,10:10,0:0
4	9	ffec	2	108	114	0	2		15:7,10:2,0:0
4	9	ffec	8	108	114	0	8		15:13,10:8,0:0
4	9	ffec	896	108	114	1	10	11	15:15,10:10,0:0
4	9	ffec	992	108	114	1	10	25	15:15,10:10,0:0
4	9	ffec	1088	108	114	1	10	26	15:15,10:10,0:0
4	9	ffec	1504	108	114	1	10	8	15:15,10:10,0:0
4	9	ffec	1904	108	114	1	10	8	15:15,10:10,0:0
4	10	0	0	0	0	0	0		
4	10	0	1	0	2	0	1		
4	10	0	2	0	2	0	2		
4	10	0	4	0	2	0	4		
4	10	0	8	0	2	0	8		
4	10	0	32	0	2	1	0	8	
4	10	0	400	0	2	1	0	19	
4	10	0	512	0	2	1	0	11	
4	10	2	0	48	54	0	0		15:1
4	10	2	2	48	54	0	2		15:3
4	10	2	4	48	54	0	4		15:5
4	10	2	6	48	54	0	6		15:7
4	10	2	8	48	54	0	8		15:9
4	10	2	10	48	54	0	10		15:11
4	10	2	12	48	54	0	12		15:13
4	10	2	14	48	54	0	14		15:15
4	10	4	0	48	54	0	0		15:2
4	10	4	1	48	54	0	1		15:3
4	10	4	4	48	54	0	4		15:6
4	10	4	5	48	54	0	5		15:7
4	10	4	8	48	54	0	8		15:10
4	10	4	9	48	54	0	9		15:11
4	10	4	12	48	54	0	12		15:14
4	10	4	13	48	54	0	13		15:15
4	10	28	784	44	48	1	8	10	13:13
4	10	28	1168	44	48	1	8	17	11:11
4	10	28	1792	44	48	1	8	10	13:13
4	10	28	2304	44	48	1	0	10	13:5
4	10	28	2352	44	48	1	8	17	11:11
4	10	28	4320	44	48	1	0	10	13:5
4	10	28	4912	44	48	1	8	17	11:11
4	10	28	5008	44	48	1	0	10	13:5
4	10	19a	16482	90	100	3	8	26,16,592	15:5,9:9
4	10	19a	18769	90	100	2	2	16,592	15:10,9:1
4	10	19a	19315	90	100	4	4	19,531,1,3	15:15,10:8
4	10	19a	31474	90	100	3	4	25,592,16	15:14,9:1
4	10	19a	33073	90	100	2	6	16,592	15:14,9:1
4	10	19a	33985	90	100	2	6	16,592	15:14,9:1
4	10	19a	38754	90	100	3	0	592,16,3	15:8,9:9
4	10	19a	42770	90	100	3	1	592,2,26	15:13,12:4
4	10	442	18130	88	94	3	0	1,19,3	15:15,10:10
4	10	442	49410	88	94	3	0	26,2,1	15:15,6:6
4	10	442	59090	88	94	3	0	26,2,1	15:15,6:6
4	10	442	96706	88	94	3	0	26,1,2	15:15,6:6
4	10	442	34930	88	96	3	0	19,1,24	15:7,3:3
4	10	442	36882	88	96	3	1	1,24,2	15:15,6:6
4	10	442	43826	88	96	3	8	1,19,24	15:15,3:3
4	10	442	48658	88	96	3	0	2,26,8	15:13,5:5
4	10	600	32	44	48	1	0	8	13:9
4	10	600	2000	44	48	1	4	1	14:14
4	10	600	2096	44	48	1	0	1	14:10
4	10	600	2464	44	48	1	4	8	13:13
4	10	600	3440	44	48	1	0	1	14:10
4	10	600	5216	44	48	1	4	1	14:14
4	10	600	7072	44	48	1	0	1	14:10
4	10	600	8064	44	48	1	4	8	13:13
4	10	64e	110402	82	88	3	8	2,600,10	10:10,5:5
4	10	64e	58371	82	90	4	4	8,2,8,529	14:14,2:2
4	10	64e	48387	82	92	4	9	2,664,3,19	12:12,3:3
4	10	64e	163074	82	92	3	8	2,10,529	14:2,2:2
4	10	64e	202515	82	92	4	4	16,3,538,19	9:1,6:6
4	10	64e	232258	82	92	3	2	10,2,600	10:0,5:5
4	10	64e	86515	82	94	4	6	11,8,16,602	10:8,5:5
4	10	64e	100563	82	94	4	10	2,17,10,664	3:1,12:12
4	10	ff8	400	84	90	1	0	19	15:3,8:8
4	10	ff8	1376	84	90	1	0	26	15:3,4:4
4	10	ff8	2016	84	90	1	0	26	15:3,4:4
4	10	ff8	2720	84	90	1	0	19	15:3,8:8
4	10	ff8	3456	84	90	1	0	26	15:3,4:4
4	10	ff8	3568	84	90	1	0	26	15:3,4:4
4	10	ff8	3728	84	90	1	0	26	15:3,4:4
4	10	ff8	4016	84	90	1	0	19	15:3,8:8
4	10	37ff	0	120	124	0	0		15:10,10:10,0:0
4	10	37ff	1	120	124	0	1		15:11,10:10,0:0
4	10	37ff	4	120	124	0	4		15:14,10:10,0:0
4	10	37ff	5	120	124	0	5		15:15,10:10,0:0
4	10	37ff	32	120	124	1	0	8	15:11,10:10,0:0
4	10	37ff	480	120	124	1	4	24	15:15,10:10,0:0
4	10	37ff	1056	120	124	1	0	24	15:11,10:10,0:0
4	10	37ff	1376	120	124	1	0	26	15:14,10:10,0:0
4	10	4000	0	48	50	0	0		15:14
4	10	4000	1	48	50	0	1		15:15
4	10	4000	32	48	50	1	0	8	15:15
4	10	4000	1056	48	50	1	0	24	15:15
4	10	4000	4368	48	50	1	0	24	15:15
4	10	4000	4512	48	50	1	0	24	15:15
4	10	4000	5744	48	50	1	0	24	15:15
4	10	4000	6992	48	50	1	0	24	15:15
4	10	ffec	10	120	124	0	10		15:15,10:10,0:0
4	10	ffec	2	120	126	0	2		15:7,10:2,0:0
4	10	ffec	8	120	126	0	8		15:13,10:8,0:0
4	10	ffec	896	120	126	1	10	11	15:15,10:10,0:0
4	10	ffec	992	120	126	1	10	25	15:15,10:10,0:0
4	10	ffec	1088	120	126	1	10	26	15:15,10:10,0:0
4	10	ffec	1504	120	126	1	10	8	15:15,10:10,0:0
4	10	ffec	1904	120	126	1	10	8	15:15,10:10,0:0
4	11	0	0	0	0	0	0		
4	11	0	1	0	2	0	1		
4	11	0	2	0	2	0	2		
4	11	0	4	0	2	0	4		
4	11	0	8	0	2	0	8		
4	11	0	32	0	2	1	0	8	
4	11	0	400	0	2	1	0	19	
4	11	0	512	0	2	1	0	11	
4	11	2	0	52	58	0	0		15:1
4	11	2	2	52	58	0	2		15:3
4	11	2	4	52	58	0	4		15:5
4	11	2	6	52	58	0	6		15:7
4	11	2	8	52	58	0	8		15:9
4	11	2	10	52	58	0	10		15:11
4	11	2	12	52	58	0	12		15:13
4	11	2	14	52	58	0	14		15:15
4	11	4	0	52	58	0	0		15:2
4	11	4	1	52	58	0	1		15:3
4	11	4	4	52	58	0	4		15:6
4	11	4	5	52	58	0	5		15:7
4	11	4	8	52	58	0	8		15:10
4	11	4	9	52	58	0	9		15:11
4	11	4	12	52	58	0	12		15:14
4	11	4	13	52	58	0	13		15:15
4	11	28	784	48	52	1	8	10	13:13
4	11	28	1168	48	52	1	8	17	11:11
4	11	28	1792	48	52	1	8	10	13:13
4	11	28	2304	48	52	1	0	10	13:5
4	11	28	2352	48	52	1	8	17	11:11
4	11	28	4320	48	52	1	0	10	13:5
4	11	28	4912	48	52	1	8	17	11:11
4	11	28	5008	48	52	1	0	10	13:5
4	11	19a	16482	98	108	3	8	26,16,592	15:5,9:9
4	11	19a	18769	98	108	2	2	16,592	15:10,9:1
4	11	19a	19315	98	108	4	4	19,531,1,3	15:15,10:8
4	11	19a	31474	98	108	3	4	25,592,16	15:14,9:1
4	11	19a	33073	98	108	2	6	16,592	15:14,9:1
4	11	19a	33985	98	108	2	6	16,592	15:14,9:1
4	11	19a	38754	98	108	3	0	592,16,3	15:8,9:9
4	11	19a	42770	98	108	3	1	592,2,26	15:13,12:4
4	11	241	18273	96	104	2	10	17,3	15:15,10:10
4	11	241	23233	96	104	2	10	17,3	15:15,10:10
4	11	241	28561	96	104	2	12	10,3	15:15,12:12
4	11	241	34385	96	104	2	5	10,24	15:15,5:5
4	11	241	40993	96	104	2	10	17,3	15:15,10:10
4	11	241	41969	96	104	2	3	17,24	15:15,3:3
4	11	241	68641	96	104	2	3	17,24	15:15,3:3
4	11	241	71937	96	104	2	5	24,10	15:15,5:5
4	11	442	18130	96	102	3	0	1,19,3	15:15,10:10
4	11	442	49410	96	102	3	0	26,2,1	15:15,6:6
4	11	442	59090	96	102	3	0	26,2,1	15:15,6:6
4	11	442	96706	96	102	3	0	26,1,2	15:15,6:6
4	11	442	34930	96	104	3	0	19,1,24	15:7,3:3
4	11	442	36882	96	104	3	1	1,24,2	15:15,6:6
4	11	442	43826	96	104	3	8	1,19,24	15:15,3:3
4	11	442	48658	96	104	3	0	2,26,8	15:13,5:5
4	11	600	32	48	52	1	0	8	13:9
4	11	600	2000	48	52	1	4	1	14:14
4	11	600	2096	48	52	1	0	1	14:10
4	11	600	2464	48	52	1	4	8	13:13
4	11	600	3440	48	52	1	0	1	14:10
4	11	600	5216	48	52	1	4	1	14:14
4	11	600	7072	48	52	1	0	1	14:10
4	11	600	8064	48	52	1	4	8	13:13
4	11	64e	110402	90	96	3	8	2,600,10	10:10,5:5
4	11	64e	58371	90	98	4	4	8,2,8,529	14:14,2:2
4	11	64e	48387	90	100	4	9	2,664,3,19	12:12,3:3
4	11	64e	163074	90	100	3	8	2,10,529	14:2,2:2
4	11	64e	202515	90	100	4	4	16,3,538,19	9:1,6:6
4	11	64e	232258	90	100	3	2	10,2,600	10:0,5:5
4	11	64e	86515	90	102	4	6	11,8,16,602	10:8,5:5
4	11	64e	100563	90	102	4	10	2,17,10,664	3:1,12:12
4	11	a40	62385	96	102	2	2	19,16	15:15,9:9
4	11	a40	63505	96	102	2	0	19,16	15:13,9:9
4	11	a40	65025	96	102	2	0	16,19	15:13,9:9
4	11	a40	70321	96	102	2	2	19,16	15:15,9:9
4	11	a40	73089	96	102	2	2	19,16	15:15,9:9
4	11	a40	73537	96	102	2	0	16,19	15:13,9:9
4	11	a40	76033	96	102	2	2	19,16	15:15,9:9
4	11	a40	101889	96	102	2	0	16,19	15:13,9:9
4	11	ff8	400	92	98	1	0	19	15:3,8:8
4	11	ff8	1376	92	98	1	0	26	15:3,4:4
4	11	ff8	2016	92	98	1	0	26	15:3,4:4
4	11	ff8	2720	92	98	1	0	19	15:3,8:8
4	11	ff8	3456	92	98	1	0	26	15:3,4:4
4	11	ff8	3568	92	98	1	0	26	15:3,4:4
4	11	ff8	3728	92	98	1	0	26	15:3,4:4
4	11	ff8	4016	92	98	1	0	19	15:3,8:8
4	11	37ff	0	132	136	0	0		15:10,10:10,0:0
4	11	37ff	1	132	136	0	1		15:11,10:10,0:0
4	11	37ff	4	132	136	0	4		15:14,10:10,0:0
4	11	37ff	5	132	136	0	5		15:15,10:10,0:0
4	11	37ff	32	132	136	1	0	8	15:11,10:10,0:0
4	11	37ff	480	132	136	1	4	24	15:15,10:10,0:0
4	11	37ff	1056	132	136	1	0	24	15:11,10:10,0:0
4	11	37ff	1376	132	136	1	0	26	15:14,10:10,0:0
4	11	ffec	10	132	136	0	10		15:15,10:10,0:0
4	11	ffec	2	132	138	0	2		15:7,10:2,0:0
4	11	ffec	8	132	138	0	8		15:13,10:8,0:0
4	11	ffec	896	132	138	1	10	11	15:15,10:10,0:0
4	11	ffec	992	132	138	1	10	25	15:15,10:10,0:0
4	11	ffec	1088	132	138	1	10	26	15:15,10:10,0:0
4	11	ffec	1504	132	138	1	10	8	15:15,10:10,0:0
4	11	ffec	1904	132	138	1	10	8	15:15,10:10,0:0
4	12	0	0	0	0	0	0		
4	12	0	1	0	2	0	1		
4	12	0	2	0	2	0	2		
4	12	0	4	0	2	0	4		
4	12	0	8	0	2	0	8		
4	12	0	32	0	2	1	0	8	
4	12	0	400	0	2	1	0	19	
4	12	0	512	0	2	1	0	11	
4	12	241	18273	104	112	2	10	17,3	15:15,10:10
4	12	241	23233	104	112	2	10	17,3	15:15,10:10
4	12	241	28561	104	112	2	12	10,3	15:15,12:12
4	12	241	34385	104	112	2	5	10,24	15:15,5:5
4	12	241	40993	104	112	2	10	17,3	15:15,10:10
4	12	241	41969	104	112	2	3	17,24	15:15,3:3
4	12	241	68641	104	112	2	3	17,24	15:15,3:3
4	12	241	71937	104	112	2	5	24,10	15:15,5:5
4	12	488	1056	104	106	1	0	24	15:15,3:3
4	12	488	4368	104	106	1	0	24	15:15,3:3
4	12	488	4512	104	106	1	0	24	15:15,3:3
4	12	488	5744	104	106	1	0	24	15:15,3:3
4	12	488	6992	104	106	1	0	24	15:15,3:3
4	12	488	7104	104	106	1	0	24	15:15,3:3
4	12	488	8192	104	106	1	0	24	15:15,3:3
4	12	488	10384	104	106	1	0	24	15:15,3:3
4	12	a40	62385	104	110	2	2	19,16	15:15,9:9
4	12	a40	63505	104	110	2	0	19,16	15:13,9:9
4	12	a40	65025	104	110	2	0	16,19	15:13,9:9
4	12	a40	70321	104	110	2	2	19,16	15:15,9:9
4	12	a40	73089	104	110	2	2	19,16	15:15,9:9
4	12	a40	73537	104	110	2	0	16,19	15:13,9:9
4	12	a40	76033	104	110	2	2	19,16	15:15,9:9
4	12	a40	101889	104	110	2	0	16,19	15:13,9:9
4	12	4000	0	56	58	0	0		15:14
4	12	4000	1	56	58	0	1		15:15
4	12	4000	32	56	58	1	0	8	15:15
4	12	4000	1056	56	58	1	0	24	15:15
4	12	4000	4368	56	58	1	0	24	15:15
4	12	4000	4512	56	58	1	0	24	15:15
4	12	4000	5744	56	58	1	0	24	15:15
4	12	4000	6992	56	58	1	0	24	15:15
4	13	0	0	0	0	0	0		
4	13	0	1	0	2	0	1		
4	13	0	2	0	2	0	2		
4	13	0	4	0	2	0	4		
4	13	0	8	0	2	0	8		
4	13	0	32	0	2	1	0	8	
4	13	0	400	0	2	1	0	19	
4	13	0	512	0	2	1	0	11	
4	13	136	16163	114	126	4	6	529,24,16,8	15:15,9:1
4	13	136	45219	114	126	4	0	17,2,529,26	15:12,10:2
4	13	136	63747	114	126	4	10	531,10,26,16	15:13,3:3
4	13	136	72691	114	126	4	0	531,19,3,25	15:2,10:10
4	13	136	73090	114	126	3	4	531,24,16	15:6,3:1
4	13	136	79074	114	126	3	0	529,8,2	15:8,12:4
4	13	136	84642	114	126	3	5	17,2,529	15:13,10:2
4	13	136	95507	114	126	4	10	25,10,24,523	15:11,12:12
4	13	488	1056	112	114	1	0	24	15:15,3:3
4	13	488	4368	112	114	1	0	24	15:15,3:3
4	13	488	4512	112	114	1	0	24	15:15,3:3
4	13	488	5744	112	114	1	0	24	15:15,3:3
4	13	488	6992	112	114	1	0	24	15:15,3:3
4	13	488	7104	112	114	1	0	24	15:15,3:3
